-34.9846,-56.1716
-34.9622,-54.9404
-34.9575,-56.1017
-34.9567,-56.178
-34.9551,-54.9383
-34.952,-54.9326
-34.9465,-56.1807
-34.9453,-56.1484
-34.9447,-56.1743
-34.9446,-54.9328
-34.944,-54.9338
-34.9439,-56.1553
-34.9434,-54.9318
-34.9434,-56.1532
-34.9432,-56.3417
-34.9426,-56.1543
-34.9421,-56.1611
-34.9414,-56.1844
-34.9406,-56.1322
-34.9382,-56.2091
-34.937,-56.214
-34.9367,-56.1459
-34.9366,-56.2205
-34.9365,-56.1837
-34.9361,-56.1999
-34.9361,-56.1598
-34.9351,-56.1602
-34.9351,-56.1656
-34.9344,-56.1547
-34.9343,-56.1599
-34.9342,-56.1604
-34.9341,-56.1574
-34.9339,-56.1636
-34.9333,-56.158
-34.9327,-56.1596
-34.9326,-56.1681
-34.9325,-56.1672
-34.9321,-56.1616
-34.9318,-56.1606
-34.9316,-56.1712
-34.9313,-56.1474
-34.9311,-56.2113
-34.9311,-56.1667
-34.9311,-56.1565
-34.9305,-56.1572
-34.9305,-56.157
-34.9304,-56.1582
-34.9304,-56.1896
-34.9303,-56.1847
-34.9303,-56.1768
-34.93,-56.1733
-34.93,-56.1588
-34.9297,-56.1532
-34.9296,-56.1606
-34.9295,-56.1606
-34.9294,-56.1429
-34.9293,-56.1587
-34.9293,-56.1417
-34.9293,-56.1938
-34.9292,-56.1604
-34.9292,-56.1594
-34.9292,-56.1484
-34.9291,-56.1612
-34.9291,-56.1605
-34.929,-56.1604
-34.929,-56.1606
-34.929,-56.1609
-34.929,-56.1606
-34.929,-56.1606
-34.929,-56.1605
-34.929,-56.1608
-34.929,-56.1608
-34.929,-56.1606
-34.9289,-56.1604
-34.9289,-56.1605
-34.9289,-56.1701
-34.9289,-56.1609
-34.9289,-56.1603
-34.9289,-56.1607
-34.9289,-56.1608
-34.9289,-56.1607
-34.9289,-56.1606
-34.9288,-56.1611
-34.9288,-56.1605
-34.9288,-56.161
-34.9288,-56.1605
-34.9288,-56.1603
-34.9288,-56.1614
-34.9288,-56.1603
-34.9288,-56.161
-34.9288,-56.1604
-34.9287,-56.1605
-34.9287,-56.1606
-34.9287,-56.1602
-34.9287,-56.161
-34.9287,-56.1603
-34.9287,-56.1597
-34.9286,-56.1607
-34.9286,-56.1611
-34.9286,-56.1607
-34.9286,-56.1606
-34.9286,-56.161
-34.9286,-56.1602
-34.9286,-56.1601
-34.9285,-56.1608
-34.9285,-56.16
-34.9285,-56.1612
-34.9285,-56.1611
-34.9285,-56.1601
-34.9285,-56.161
-34.9285,-56.16
-34.9285,-56.161
-34.9285,-56.161
-34.9285,-56.1602
-34.9285,-56.161
-34.9285,-56.1609
-34.9285,-56.1607
-34.9285,-56.1606
-34.9284,-56.1609
-34.9284,-56.16
-34.9284,-56.162
-34.9284,-56.1609
-34.9284,-56.1607
-34.9284,-56.161
-34.9284,-56.1611
-34.9284,-56.1613
-34.9284,-56.161
-34.9284,-56.1618
-34.9284,-56.1608
-34.9284,-56.1609
-34.9284,-56.1616
-34.9284,-56.1608
-34.9284,-56.1526
-34.9284,-56.1602
-34.9284,-56.1617
-34.9284,-56.1602
-34.9284,-56.1605
-34.9284,-56.1919
-34.9284,-56.1605
-34.9284,-56.1602
-34.9284,-56.1602
-34.9283,-56.1602
-34.9283,-56.1602
-34.9283,-56.1602
-34.9283,-56.1607
-34.9283,-56.1607
-34.9283,-56.1602
-34.9283,-56.1604
-34.9283,-56.1602
-34.9283,-56.1603
-34.9283,-56.1601
-34.9283,-56.1596
-34.9283,-56.1612
-34.9283,-56.1611
-34.9283,-56.1603
-34.9283,-56.1602
-34.9283,-56.1602
-34.9283,-56.1607
-34.9283,-56.1606
-34.9283,-56.1592
-34.9283,-56.1612
-34.9283,-56.1613
-34.9283,-56.1602
-34.9283,-56.1623
-34.9282,-56.1604
-34.9282,-56.16
-34.9282,-56.1609
-34.9282,-56.1607
-34.9282,-56.1606
-34.9282,-56.1604
-34.9282,-56.1566
-34.9282,-56.1601
-34.9282,-56.1601
-34.9282,-56.1604
-34.9282,-56.1596
-34.9282,-56.1595
-34.9282,-56.1601
-34.9282,-56.1601
-34.9282,-56.16
-34.9282,-56.1599
-34.9282,-56.1598
-34.9282,-56.1594
-34.9282,-56.1596
-34.9282,-56.1596
-34.9281,-56.1611
-34.9281,-56.1605
-34.9281,-56.1602
-34.9281,-56.1597
-34.9281,-56.1606
-34.9281,-56.1612
-34.9281,-56.1596
-34.9281,-56.1599
-34.9281,-56.1611
-34.9281,-56.1607
-34.9281,-56.1603
-34.9281,-56.16
-34.9281,-56.1599
-34.9281,-56.1596
-34.9281,-56.1598
-34.9281,-56.1607
-34.9281,-56.1605
-34.9281,-56.1606
-34.9281,-56.1606
-34.9281,-56.1604
-34.9281,-56.1594
-34.9281,-56.1606
-34.9281,-56.1604
-34.9281,-56.1595
-34.928,-56.1602
-34.928,-56.1644
-34.928,-56.1599
-34.928,-56.1606
-34.928,-56.1606
-34.928,-56.1606
-34.928,-56.1606
-34.928,-56.1594
-34.928,-56.1607
-34.928,-56.1599
-34.928,-56.1592
-34.928,-56.162
-34.9279,-56.1638
-34.9279,-56.1568
-34.9279,-56.1592
-34.9279,-56.161
-34.9279,-56.161
-34.9279,-56.1607
-34.9279,-56.1605
-34.9279,-56.1593
-34.9279,-56.1594
-34.9279,-56.158
-34.9279,-56.1611
-34.9279,-56.1591
-34.9278,-56.1608
-34.9278,-56.1608
-34.9278,-56.16
-34.9278,-56.1591
-34.9278,-56.1596
-34.9278,-56.1612
-34.9278,-56.161
-34.9278,-56.1596
-34.9278,-56.1611
-34.9278,-56.161
-34.9278,-56.1611
-34.9278,-56.1612
-34.9278,-56.1588
-34.9277,-56.1611
-34.9277,-56.161
-34.9277,-56.1612
-34.9277,-56.1608
-34.9277,-56.1609
-34.9277,-56.1589
-34.9277,-56.1612
-34.9277,-56.1589
-34.9277,-56.1588
-34.9277,-56.1612
-34.9277,-56.1598
-34.9277,-56.1588
-34.9277,-56.1612
-34.9277,-56.1612
-34.9277,-56.1603
-34.9277,-56.1587
-34.9277,-56.1611
-34.9277,-56.1529
-34.9277,-56.1613
-34.9277,-56.1612
-34.9277,-56.1599
-34.9277,-56.161
-34.9277,-56.1591
-34.9277,-56.1612
-34.9276,-56.1587
-34.9276,-56.1561
-34.9276,-56.1611
-34.9276,-56.1601
-34.9276,-56.1595
-34.9276,-56.1594
-34.9276,-56.1612
-34.9276,-56.16
-34.9276,-56.1598
-34.9276,-56.1588
-34.9276,-56.1587
-34.9276,-56.16
-34.9276,-56.16
-34.9276,-56.1589
-34.9276,-56.1594
-34.9276,-56.1606
-34.9276,-56.1611
-34.9276,-56.1818
-34.9275,-56.1592
-34.9275,-56.1606
-34.9275,-56.1593
-34.9275,-56.1587
-34.9275,-56.1612
